a,b,op,c,d,real,imaginary
94,65,0,21,32,115,97
62,70,0,0,51,62,121
40,37,1,98,97,-58,-60
8,21,2,0,35,-735,280
21,35,0,34,66,55,101
77,18,1,71,91,6,-73
77,32,0,9,36,86,68
49,24,1,66,74,-17,-50
79,57,0,79,86,158,143
76,39,3,48,29,1.51955484896661,-0.105564387917329
23,52,0,20,68,43,120
47,73,1,12,26,35,47
9,68,3,65,99,0.521674033936974,0.251604163695993
67,44,0,54,21,121,65
81,27,3,30,95,0.503274559193955,-0.693702770780856
81,7,3,11,9,4.72277227722772,-3.22772277227723
56,0,0,76,33,132,33
41,42,2,98,1,3976,4157
46,80,2,54,24,564,5424
14,20,0,0,87,14,107
1,49,1,79,35,-78,14
95,94,2,31,39,-721,6619
30,85,2,93,34,-100,8925
89,89,1,56,7,33,82
17,65,1,64,10,-47,55
91,49,2,96,73,5159,11347
41,56,3,83,11,0.573323823109843,0.598716119828816
70,59,1,51,34,19,25
28,77,2,74,11,1225,6006
63,11,1,88,85,-25,-74
67,25,3,96,6,0.711413748378729,0.215953307392996
36,56,1,55,91,-19,-35
17,39,0,22,64,39,103
24,57,2,46,78,-3342,4494
92,50,3,9,53,1.20346020761246,-1.53148788927336
28,67,2,98,25,1069,7266
37,48,1,36,14,1,34
46,97,3,76,71,0.959877969862254,0.379587686049737
56,36,3,15,38,1.32294787297783,-0.951467944877172
74,1,0,92,65,166,66
62,4,0,28,72,90,76
34,30,2,26,94,-1936,3976
58,21,0,95,50,153,71
75,95,3,11,98,1.04215938303342,-0.648329048843188
57,69,1,43,59,14,10
68,54,1,93,33,-25,21
95,77,1,75,44,20,33
34,74,2,48,7,1114,3790
62,16,3,99,81,0.454345434543454,-0.21012101210121
14,87,2,10,22,-1774,1178
26,52,3,6,59,0.916690361103213,-0.347455217514927
82,80,1,12,55,70,25
32,61,1,84,5,-52,56
51,81,1,36,82,15,-1
29,72,2,31,59,-3349,3943
25,79,3,70,6,0.450567260940032,1.08995137763371
14,60,3,55,41,0.686357841053974,0.579260518487038
94,8,1,19,14,75,-6
10,73,0,31,21,41,94
27,38,1,60,52,-33,-14
89,51,0,97,86,186,137
84,98,2,4,85,-7994,7532
15,91,3,34,69,1.14737197904343,0.347980395470678
0,69,2,35,3,-207,2415
45,30,0,8,43,53,73
56,98,0,36,67,92,165
38,86,3,55,94,0.857769159430065,0.097630891155889
11,72,2,60,69,-4308,5079
95,3,3,15,59,0.432271991365353,-1.50026983270372
39,48,3,35,86,0.637165062057766,-0.194177009627653
82,83,0,62,58,144,141
81,95,0,68,57,149,152
57,24,0,4,51,61,75
61,44,2,24,77,-1924,5753
80,97,2,14,23,-1111,3198
16,42,0,48,72,64,114
99,95,0,3,83,102,178
21,29,0,84,28,105,57
82,98,2,62,32,1948,8700
49,51,0,14,26,63,77
16,41,2,8,71,-2783,1464
69,34,3,2,62,0.583679833679834,-1.09407484407484
0,89,1,87,19,-87,70
92,16,3,2,33,0.651418115279048,-2.7483989021043
47,69,3,16,15,3.71517671517672,0.829521829521829
16,89,3,18,9,2.68888888888889,3.6
37,98,3,7,83,1.20971461516287,-0.343759008359758
63,88,1,57,18,6,70
96,16,0,85,1,181,17
27,38,1,36,87,-9,-49
33,10,1,14,21,19,-11
76,58,0,2,32,78,90
97,57,0,91,94,188,151
38,6,3,15,15,1.46666666666667,-1.06666666666667
58,16,1,47,39,11,-23
61,88,3,1,8,11.7692307692308,-6.15384615384615
48,8,2,36,39,1416,2160
21,63,3,2,53,1.20191965872734,-0.35087095627444
69,85,1,19,85,50,0
97,87,2,82,7,7345,7813
23,93,3,57,14,0.758490566037736,1.44528301886792
4,95,3,17,50,1.72750089637863,0.507350304768734
74,84,1,50,22,24,62
96,24,0,74,62,170,86
34,97,2,39,65,-4979,5993
82,7,0,23,6,105,13
65,23,2,39,13,2236,1742
6,22,3,48,68,0.257505773672055,0.0935334872979215
73,87,2,35,54,-2143,6987
68,37,2,74,83,1961,8382
12,93,3,92,0,0.130434782608696,1.01086956521739
74,12,0,45,42,119,54
97,28,0,69,64,166,92
89,4,0,18,82,107,86
23,99,0,30,67,53,166
40,46,0,57,22,97,68
67,17,0,14,0,81,17
17,35,1,94,78,-77,-43
66,29,0,29,85,95,114
28,91,1,36,86,-8,5
36,40,1,53,84,-17,-44
19,24,1,19,34,0,-10
32,96,2,78,99,-7008,10656
64,98,3,94,82,0.903084832904884,0.254755784061697
87,68,0,54,0,141,68
40,57,3,2,36,1.64,-1.02
55,59,3,74,32,0.916615384615385,0.400923076923077
17,64,2,31,46,-2417,2766
35,13,2,74,83,1511,3867
71,50,2,9,98,-4261,7408
47,5,3,92,57,0.393494407922821,-0.189447622300009
86,74,2,90,16,6556,8036
66,32,0,18,75,84,107
24,37,0,87,88,111,125
93,14,2,44,23,3770,2755
25,46,3,2,30,1.58185840707965,-0.72787610619469
57,49,2,0,0,0,0
34,23,1,91,60,-57,-37
46,31,3,65,28,0.770213615492114,0.145138750249551
90,1,1,46,34,44,-33
51,81,2,10,4,186,1014
80,45,3,29,46,1.48461278322624,-0.803178897531282
5,20,1,31,9,-26,11
85,28,1,46,49,39,-21
96,16,3,19,95,0.356275303643725,-0.939271255060729
21,79,1,40,61,-19,18
25,83,3,43,27,1.28626842513576,1.12257564003103
83,27,0,69,81,152,108
29,21,3,4,38,0.626027397260274,-0.697260273972603
29,16,1,97,20,-68,-4
27,80,0,17,54,44,134
60,41,3,10,53,0.953248539016844,-0.952217256789275
82,41,2,88,33,5863,6314
46,76,1,21,81,25,-5
98,36,3,79,82,0.824836097184728,-0.400462784419591
85,9,0,14,15,99,24
89,97,0,77,14,166,111
28,9,2,75,71,1461,2663
89,2,0,15,54,104,56
44,72,0,68,85,112,157
15,13,3,65,1,0.233790818741126,0.196403218173213
43,71,1,18,7,25,64
90,31,0,88,51,178,82
77,66,1,40,87,37,-21
42,19,1,6,80,36,-61
88,23,2,5,96,-1768,8563
63,40,3,24,11,2.80057388809182,0.383070301291248
13,71,2,88,7,647,6339
50,15,1,95,39,-45,-24
64,68,2,59,85,-2004,9452
36,30,2,65,57,630,4002
98,24,2,37,9,3410,1770
36,54,0,24,75,60,129
89,3,0,40,26,129,29
71,86,3,30,42,2.15540540540541,-0.150900900900901
12,22,2,27,69,-1194,1422
20,96,2,31,59,-5044,4156
52,75,0,88,35,140,110
99,42,0,75,33,174,75
64,26,1,71,10,-7,16
60,64,0,84,45,144,109
9,32,0,17,91,26,123
97,48,3,3,77,0.671438194678343,-1.23358033007747
88,40,3,11,65,0.820984813621721,-1.21491026231017
75,22,1,42,64,33,-42
76,34,0,74,52,150,86
63,94,0,51,84,114,178
97,72,3,95,9,1.08313200087854,0.655282231495717
73,45,1,15,75,58,-30
57,74,3,56,52,1.20547945205479,0.202054794520548
2,25,3,59,11,0.109106052193226,0.403387007218212
63,31,0,46,32,109,63
51,67,3,96,12,0.608974358974359,0.621794871794872
23,90,2,1,69,-6187,1677
54,95,0,31,16,85,111
12,78,3,28,47,1.33711994654193,0.541262946876044
11,67,2,40,33,-1771,3043
70,20,0,49,9,119,29
52,37,2,12,0,624,444
56,42,3,18,27,2.03418803418803,-0.717948717948718
1,45,0,39,69,40,114
60,31,2,17,54,-654,3767
3,19,3,10,53,0.356479889996562,0.0106565830182193
22,46,2,7,96,-4262,2434
61,32,2,84,1,5092,2749
34,5,2,58,65,1647,2500
62,42,0,76,54,138,96
90,61,2,77,47,4063,8927
81,29,1,68,47,13,-18
98,35,2,78,0,7644,2730
46,5,2,71,86,2836,4311
0,99,1,39,25,-39,74
56,58,0,25,26,81,84
81,2,3,95,41,0.726415094339623,-0.292452830188679
47,22,0,45,64,92,86
43,13,2,3,20,-131,899
23,43,2,48,73,-2035,3743
67,38,3,49,82,0.701260273972603,-0.398027397260274
22,79,1,23,67,-1,12
81,75,3,18,74,1.20827586206897,-0.800689655172414
21,88,1,0,63,21,25
56,88,2,33,14,616,3688
0,54,1,47,76,-47,-22
85,30,0,73,11,158,41
24,62,0,51,98,75,160
51,51,3,23,28,1.98095963442498,-0.194211728865194
48,98,1,9,94,39,4
85,83,3,30,84,1.19683257918552,-0.58446455505279
17,22,1,91,56,-74,-34
52,82,0,59,85,111,167
62,82,3,46,43,1.60857503152585,0.278940731399748
1,39,2,28,56,-2156,1148
56,34,2,22,57,-706,3940
72,79,3,68,70,1.09470810583788,0.0348593028139437
81,13,2,26,37,1625,3335
57,97,3,34,76,1.34304673975765,-0.149163300634737
98,66,2,23,44,-650,5830
25,86,2,52,74,-5064,6322
22,12,3,56,32,0.388461538461538,-0.00769230769230769
8,18,0,64,22,72,40
11,37,0,33,59,44,96
60,64,0,83,40,143,104
40,89,3,92,13,0.560291903162284,0.888219622379242
85,31,0,51,65,136,96
86,67,0,75,56,161,123
32,51,0,12,68,44,119
71,6,3,38,83,0.383535341413656,-0.679827193087724
35,68,0,27,32,62,100
33,97,3,33,51,1.63577235772358,0.411382113821138
9,11,0,26,69,35,80
36,68,3,71,84,0.683475241795486,0.149127882946185
8,34,0,39,68,47,102
27,36,2,86,52,450,4500
0,36,2,94,59,-2124,3384
74,22,1,31,97,43,-75
10,4,1,80,47,-70,-43
38,83,0,58,43,96,126
34,96,1,61,2,-27,94
18,57,0,75,34,93,91
99,87,1,94,72,5,15
11,45,0,69,94,80,139
23,44,0,10,93,33,137
48,69,3,56,47,1.10963517305893,0.300841908325538
92,98,0,55,57,147,155
86,46,0,39,78,125,124
71,48,0,91,24,162,72
97,56,2,17,88,-3279,9488
91,60,0,44,46,135,106
22,43,1,76,0,-54,43
7,91,3,11,67,1.33926247288503,0.115401301518438
4,12,3,7,46,0.267898383371824,-0.046189376443418
94,22,3,42,75,0.757612667478684,-0.82907023954527
4,36,2,53,96,-3244,2292
22,78,2,53,11,308,4376
31,85,0,28,3,59,88
65,65,2,2,57,-3575,3835
26,22,2,39,26,442,1534
99,44,1,30,35,69,9
88,34,2,20,75,-790,7280
55,19,1,59,83,-4,-64
68,61,0,59,98,127,159
30,3,0,78,77,108,80
79,15,2,96,18,7314,2862
38,53,0,84,78,122,131
99,53,0,11,11,110,64
8,25,1,84,74,-76,-49
51,15,3,32,2,1.61673151750973,0.367704280155642
61,36,3,16,29,1.84138559708295,-1.08751139471285
28,71,3,82,84,0.599419448476052,0.251814223512337
78,43,0,26,73,104,116
60,82,2,99,34,3152,10158
45,19,2,50,9,2079,1355
12,21,1,0,36,12,-15
54,81,1,17,65,37,16
53,59,0,6,48,59,107
21,56,2,84,13,1036,4977
16,49,0,37,90,53,139
20,18,2,41,19,478,1118
93,75,2,9,23,-888,2814
22,68,1,99,85,-77,-17
17,64,1,23,31,-6,33
34,52,0,38,47,72,99
48,42,3,69,62,0.687507263219059,-0.00906449738524114
26,57,2,5,45,-2435,1455
45,3,2,30,25,1275,1215
28,42,2,59,40,-28,3598
78,6,1,26,86,52,-80
2,80,2,12,33,-2616,1026
17,50,2,90,38,-370,5146
69,12,1,89,33,-20,-21
28,88,0,87,98,115,186
30,66,1,23,25,7,41
92,61,2,44,73,-405,9400
42,9,0,25,25,67,34
17,57,2,79,22,89,4877
41,12,1,10,39,31,-27
57,4,0,48,1,105,5
60,67,2,38,87,-3549,7766
42,76,2,75,80,-2930,9060
15,96,0,23,76,38,172
15,50,2,65,32,-625,3730
5,44,2,94,72,-2698,4496
93,25,0,20,13,113,38
77,73,0,0,64,77,137
56,60,0,61,72,117,132
51,99,0,71,45,122,144
75,0,1,36,31,39,-31
6,48,0,57,95,63,143
66,85,0,8,61,74,146
40,0,0,82,84,122,84
74,64,1,82,64,-8,0
47,72,2,30,70,-3630,5450
42,28,1,17,62,25,-34
60,15,2,83,81,3765,6105
86,29,0,84,49,170,78
83,75,2,72,23,4251,7309
35,36,0,92,44,127,80
15,58,2,52,82,-3976,4246
30,43,3,83,72,0.462685330903669,0.116706700902841
38,87,1,7,21,31,66
51,5,2,60,91,2605,4941
95,92,3,23,35,3.08152793614595,-0.689281641961231
9,86,2,0,5,-430,45
9,35,3,86,42,0.244978165938865,0.287336244541485
75,1,2,95,78,7047,5945
67,66,1,97,80,-30,-14
82,84,2,52,90,-3296,11748
46,59,2,62,10,2262,4118
71,41,3,36,85,0.708954348081211,-0.535031099636193
59,56,3,71,30,0.98788082814341,0.371317959939404
42,50,2,94,30,2448,5960
90,97,3,19,31,3.56807866868381,-0.716338880484115
1,34,3,35,90,0.331903485254692,0.117962466487936
92,91,0,68,65,160,156
86,75,2,32,58,-1598,7388
20,35,0,82,34,102,69
59,23,3,76,99,0.434037362778455,-0.262759196250883
12,27,1,72,17,-60,10
7,82,0,3,10,10,92
67,7,1,48,5,19,2
43,97,2,4,88,-8364,4172
36,5,0,45,90,81,95
70,96,1,37,69,33,27
88,44,2,79,6,6688,4004
13,35,3,96,18,0.19685534591195,0.327672955974843
35,88,0,63,92,98,180
18,3,2,5,51,-63,933
43,51,2,79,1,3346,4072
59,93,0,38,65,97,158
81,31,1,37,84,44,-53
56,94,2,51,57,-2502,7986
31,0,0,62,56,93,56
81,23,0,45,66,126,89
77,25,3,63,6,1.24868913857678,0.277902621722846
82,28,3,85,14,0.992049589004177,0.166015361811077
54,44,3,38,26,1.50754716981132,0.126415094339623
51,29,1,65,52,-14,-23
42,70,2,30,25,-490,3150
45,6,3,55,41,0.578198045048874,-0.321929451763706
47,17,1,97,43,-50,-26
62,43,3,74,45,0.869617384348753,0.0522596987068391
83,94,1,53,42,30,52
75,83,2,70,92,-2386,12710
82,35,0,16,72,98,107
47,41,1,64,66,-17,-25
85,70,1,76,49,9,21
23,17,0,17,65,40,82
43,90,2,9,52,-4293,3046
36,57,1,57,67,-21,-10
80,34,1,80,17,0,17
11,47,1,78,49,-67,-2
94,13,0,69,56,163,69
90,61,1,51,37,39,24
56,60,3,58,53,1.04130892596793,0.0829418435120687
61,83,1,60,64,1,19
63,35,0,85,12,148,47
21,40,3,62,90,0.410415271265908,0.0493971868720697
85,64,3,77,66,1.04705882352941,-0.0663101604278075
91,2,3,90,75,0.607650273224044,-0.484153005464481
61,83,3,53,73,1.14180388301794,-0.00663553698697469
79,10,2,35,5,2715,745
21,38,3,78,29,0.395667870036101,0.340072202166065
75,14,3,39,28,1.43904555314534,-0.674186550976139
68,56,3,97,35,0.804589053977807,0.287003949595637
55,14,2,59,61,2391,4181
25,48,3,82,84,0.441364296081277,0.133236574746009
79,65,3,73,11,1.18935779816514,0.711192660550459
15,54,2,17,42,-2013,1548
59,79,0,86,97,145,176
27,81,0,65,38,92,119
35,15,3,95,23,0.384132300607076,0.0648942851161817
88,69,0,5,90,93,159
70,72,1,94,73,-24,-1
39,36,1,28,84,11,-48
14,12,3,24,60,0.252873563218391,-0.132183908045977
83,43,3,52,75,0.905390803217673,-0.478929043102413
26,40,3,17,72,0.606979718618674,-0.217796455326147
38,98,2,20,22,-1396,2796
43,14,3,8,81,0.223094339622641,-0.508830188679245
68,62,0,80,59,148,121
24,45,1,42,59,-18,-14
68,29,3,17,66,0.660925726587729,-0.860064585575888
54,43,1,26,18,28,25
89,65,0,78,69,167,134
38,92,2,68,47,-1740,8042
47,99,3,63,7,0.909407665505226,1.47038327526132
54,70,3,92,8,0.648217636022514,0.704502814258912
27,35,3,42,66,0.562745098039216,-0.0509803921568627
78,45,0,10,96,88,141
15,6,1,37,10,-22,-4
61,74,1,3,0,58,74
70,1,3,16,3,4.2377358490566,-0.732075471698113
99,95,0,44,78,143,173
29,10,3,20,63,0.27695124742504,-0.372396429388876
58,67,1,50,20,8,47
84,87,1,76,48,8,39
26,91,3,27,15,2.16666666666667,2.16666666666667
81,88,3,8,42,2.37636761487965,-1.47592997811816
19,24,3,8,47,0.563132424109107,-0.308402991641003
62,47,3,56,27,1.22664941785252,0.247865459249677
67,35,0,89,46,156,81
35,38,3,36,72,0.616666666666667,-0.177777777777778
51,22,1,2,56,49,-34
95,87,3,89,64,1.16693018224182,0.138387284680037
26,50,2,34,32,-716,2532
72,73,1,79,74,-7,-1
83,16,1,94,38,-11,-22
92,40,1,74,0,18,40
9,16,2,7,29,-401,373
43,91,2,58,48,-1874,7342
5,17,0,63,49,68,66
57,19,0,37,37,94,56
61,13,2,25,20,1265,1545
44,17,2,0,65,-1105,2860
26,45,2,88,95,-1987,6430
31,27,0,85,15,116,42
97,65,2,61,67,1562,10464
42,40,2,5,33,-1110,1586
34,8,3,67,60,0.340956854988256,-0.185931511929781
68,96,3,57,35,1.61734465802414,0.691104157353599
27,75,2,94,0,2538,7050
30,35,3,78,55,0.468218245691075,0.118564057525524
83,10,2,10,65,180,5495
71,63,2,22,4,1310,1670
68,71,0,72,29,140,100
81,14,3,27,75,0.509442870632672,-0.896600566572238
42,24,1,13,2,29,22
31,43,0,21,51,52,94
27,11,3,76,82,0.23632,-0.11024
92,92,0,56,29,148,121
7,66,1,61,19,-54,47
59,6,1,55,93,4,-87
9,91,2,92,19,-901,8543
85,78,0,26,0,111,78
93,36,3,98,97,0.663020038920738,-0.288907589543996
41,60,0,7,45,48,105
16,36,3,94,12,0.215590200445434,0.355456570155902
20,83,2,57,82,-5666,6371
50,76,3,9,23,3.60327868852459,-0.763934426229508
10,21,0,3,0,13,21
31,97,3,75,29,0.794618001855861,0.9860810392824
49,71,2,42,48,-1350,5334
44,15,0,56,59,100,74
83,34,1,75,40,8,-6
96,0,3,89,66,0.695935489126008,-0.516086991936141
96,84,2,15,53,-3012,6348
60,65,0,79,4,139,69
12,86,0,12,25,24,111
19,35,2,96,9,1509,3531
64,11,2,88,87,4675,6536
35,48,3,6,32,1.64716981132075,-0.784905660377359
45,52,3,92,51,0.613827383642115,0.224943515589697
23,93,0,4,87,27,180
89,94,1,82,62,7,32
9,37,1,16,44,-7,-7
88,53,3,70,14,1.3543956043956,0.486263736263736
9,73,1,86,91,-77,-18
85,82,1,23,47,62,35
64,97,3,83,98,0.898441763172255,0.107863942278542
25,39,3,51,28,0.699261447562777,0.380797636632201
83,25,1,94,10,-11,15
19,39,2,49,72,-1877,3279
46,37,0,60,93,106,130
24,95,2,38,10,-38,3850
60,79,2,24,61,-3379,5556
65,12,3,61,2,1.07087248322148,0.161610738255034
19,14,2,69,43,709,1783
53,67,2,52,98,-3810,8678
72,21,1,86,10,-14,11
84,88,0,42,71,126,159
52,19,0,15,73,67,92
73,21,0,85,92,158,113
88,89,3,37,95,1.12670771598999,-0.487492784298634
65,92,2,31,1,1923,2917
55,46,3,66,50,0.864935822637106,0.0417152858809802
71,66,1,97,70,-26,-4
97,92,0,25,97,122,189
15,86,1,83,62,-68,24
23,95,1,49,91,-26,4
40,24,0,85,43,125,67
30,84,2,64,38,-1272,6516
45,25,1,87,39,-42,-14
36,69,2,55,54,-1746,5739
78,25,0,15,90,93,115
46,80,0,95,31,141,111
76,54,2,55,60,940,7530
86,81,3,75,25,1.356,0.628
82,5,3,20,69,0.384615384615385,-1.07692307692308
37,4,1,23,35,14,-31
49,49,3,87,82,0.579374518995312,0.0171412579584412
11,31,1,4,62,7,-31
72,72,3,19,36,2.3898611949306,-0.738684369342185
33,46,1,96,35,-63,11
34,56,2,81,96,-2622,7800
61,16,2,10,27,178,1807
37,23,2,53,49,834,3032
68,44,0,61,84,129,128
68,41,3,84,54,0.79482551143201,-0.0228640192539109
38,89,3,95,88,0.68233049078657,0.304788598008229
70,38,0,0,27,70,65
79,24,1,41,81,38,-57
36,85,2,86,18,1566,7958
77,4,3,65,93,0.41766350784527,-0.536041634301693
16,51,2,45,56,-2136,3191
5,68,1,56,70,-51,-2
82,54,3,71,49,1.13786616500941,-0.0247245364149422
57,35,2,50,34,1660,3688
67,14,2,88,56,5112,4984
71,2,2,10,68,574,4848
71,59,0,50,90,121,149
97,8,1,80,25,17,-17
22,36,3,88,84,0.335135135135135,0.0891891891891892
70,16,1,41,75,29,-59
18,81,0,22,61,40,142
66,94,2,45,42,-978,7002
80,32,1,23,96,57,-64
4,51,2,18,62,-3090,1166
59,55,2,44,77,-1639,6963
59,73,2,26,6,1096,2252
25,83,3,27,16,2.03350253807107,1.86903553299492
65,62,2,53,28,1709,5106
79,15,3,83,5,0.959213190627712,0.122938964420017
26,7,2,4,34,-134,912
33,64,1,33,81,0,-17
78,47,2,65,36,3378,5863
97,28,1,20,9,77,19
37,48,3,47,47,0.904255319148936,0.117021276595745
98,41,0,46,16,144,57
42,32,2,75,26,2318,3492
15,77,0,90,45,105,122
77,69,2,40,29,1079,4993
72,91,2,46,47,-965,7570
18,97,0,31,73,49,170
53,13,1,62,53,-9,-40
38,30,0,54,8,92,38
16,17,3,62,13,0.302267630201844,0.210814851731871
87,51,2,86,37,5595,7605
42,29,2,44,83,-559,4762
56,64,0,18,48,74,112
23,69,0,97,13,120,82
37,61,0,34,64,71,125
70,45,3,37,98,0.637929463227923,-0.47343479449558
0,64,0,57,35,57,99
88,63,0,31,89,119,152
72,25,3,11,62,0.590668348045397,-1.05649432534678
96,56,0,50,35,146,91
89,12,2,55,63,4139,6267
85,78,3,97,90,0.871837340796162,-0.00479753269746987
10,16,0,36,79,46,95
47,1,1,38,44,9,-43
71,32,1,20,40,51,-8
23,82,3,8,52,1.60693641618497,-0.195086705202312
23,65,0,96,24,119,89
88,61,1,89,11,-1,50
66,30,0,23,45,89,75
5,80,3,23,96,0.799897383273474,0.139558748075936
36,45,1,49,98,-13,-53
70,18,3,74,0,0.945945945945946,0.243243243243243
97,99,2,58,28,2854,8458
54,62,0,97,35,151,97
84,91,2,5,36,-2856,3479
13,1,3,0,4,0.25,-3.25
17,47,2,38,96,-3866,3418
2,97,0,1,63,3,160
5,52,0,47,74,52,126
99,80,3,63,37,1.72292993630573,0.25796178343949
93,78,1,2,11,91,67
2,49,1,78,91,-76,-42
77,14,1,41,91,36,-77
61,0,3,59,89,0.315646377828451,-0.476144536046308
69,1,3,47,88,0.334672962925751,-0.605345122073747
43,20,2,19,7,677,681
40,44,3,69,96,0.49967804249839,-0.0575230736209487
72,6,1,44,96,28,-90
84,70,1,62,55,22,15
79,43,2,10,94,-3252,7856
32,95,0,47,44,79,139
69,81,1,42,50,27,31
40,96,2,4,51,-4736,2424
97,71,1,43,10,54,61
49,55,0,10,9,59,64
62,77,2,84,57,819,10002
50,81,2,74,90,-3590,10494
49,45,0,83,42,132,87
43,56,1,16,89,27,-33
62,79,3,18,95,0.922130709166756,-0.477912076157878
88,27,0,56,56,144,83
66,8,3,13,92,0.184640333603614,-0.691300822425576
88,68,1,76,11,12,57
71,93,3,88,40,1.06678082191781,0.571917808219178
9,78,3,26,41,1.45608824777259,0.703860840050912
93,52,1,85,41,8,11
10,76,2,58,65,-4360,5058
68,30,1,2,7,66,23
57,12,0,61,15,118,27
9,25,1,42,27,-33,-2
71,57,0,27,38,98,95
49,17,2,44,16,1884,1532
43,43,2,66,20,1978,3698
90,14,1,34,43,56,-29
60,42,3,90,70,0.641538461538462,-0.0323076923076923
42,31,2,78,12,2904,2922
5,73,3,50,6,0.271293375394322,1.42744479495268
95,33,0,3,36,98,69
90,36,0,60,6,150,42
16,35,0,45,89,61,124
83,50,3,95,14,0.931027003578788,0.389111809998916
60,89,1,31,30,29,59
45,56,3,49,20,1.1870760442699,0.658336308461264
66,46,0,96,75,162,121
15,32,0,20,21,35,53
78,30,2,43,69,1284,6672
86,43,2,96,26,7138,6364
72,88,0,24,40,96,128
86,4,2,61,63,4994,5662
28,29,1,14,57,14,-28
94,52,1,43,79,51,-27
58,46,3,79,28,0.8355871886121,0.286120996441281
39,99,0,58,87,97,186
24,61,1,63,20,-39,41
6,2,0,35,4,41,6
42,50,3,78,47,0.678403472808393,0.232244061256481
85,28,1,6,49,79,-21
35,32,0,38,45,73,77
18,81,0,10,9,28,90
16,96,3,22,13,2.45022970903522,2.91577335375191
80,77,0,62,46,142,123
28,67,0,88,97,116,164
67,14,3,93,69,0.53668903803132,-0.247651006711409
49,30,3,95,87,0.43780884657105,-0.0851512594913824
19,16,1,36,12,-17,4
87,94,3,90,8,1.05120039196472,0.951004409603136
71,26,2,66,0,4686,1716
20,75,0,93,22,113,97
62,14,3,12,54,0.490196078431373,-1.03921568627451
85,2,0,35,19,120,21
45,63,3,59,30,1.03743437571331,0.540287605569505
35,48,2,44,3,1396,2217
32,14,0,64,66,96,80
16,42,1,79,91,-63,-49
17,8,2,77,43,965,1347
38,97,2,80,79,-4623,10762
42,35,0,51,64,93,99
67,35,1,46,10,21,25
22,26,2,86,20,1372,2676
99,76,3,49,95,1.05645020129529,-0.497199369858218
73,4,3,15,19,1.99829351535836,-2.26450511945392
10,3,1,46,56,-36,-53
47,53,2,3,63,-3198,3120
3,74,3,68,12,0.229026845637584,1.04781879194631
68,44,3,86,42,0.840174672489083,0.101310043668122
17,19,1,3,10,14,9
9,42,2,11,69,-2799,1083
99,2,1,21,38,78,-36
92,77,3,46,24,2.25854383358098,0.49554234769688
82,80,1,83,16,-1,64
32,63,2,57,47,-1137,5095
63,85,3,20,4,3.84615384615385,3.48076923076923
82,26,2,16,88,-976,7632
70,92,3,82,90,0.945763626551538,0.083917970858068
4,33,1,49,61,-45,-28
62,90,1,3,87,59,3
53,25,0,1,92,54,117
43,85,3,6,37,2.4220640569395,-0.769395017793594
36,96,3,61,41,1.13513513513514,0.810810810810811
32,6,2,1,86,-484,2758
75,36,2,40,13,2532,2415
77,56,0,79,13,156,69
17,87,1,21,20,-4,67
89,28,3,63,13,1.44296761720638,0.146689221846303
61,47,1,36,63,25,-16
85,76,0,10,13,95,89
42,67,2,8,93,-5895,4442
14,75,1,24,22,-10,53
24,38,2,83,59,-250,4570
97,15,2,28,62,1786,6434
68,80,2,50,64,-1720,8352
26,15,1,43,97,-17,-82
79,97,2,1,15,-1376,1282
47,55,3,52,4,0.979411764705882,0.982352941176471
19,64,3,10,12,3.92622950819672,1.68852459016393
64,10,0,25,78,89,88
79,44,2,69,97,1183,10699
34,93,0,39,12,73,105
28,8,1,86,74,-58,-66
82,64,1,28,76,54,-12
32,49,3,57,39,0.783018867924528,0.323899371069182
42,6,3,69,47,0.456241032998565,-0.223816355810617
95,53,0,22,97,117,150
1,11,0,23,47,24,58
0,11,3,4,57,0.192036753445636,0.0134762633996937
57,99,3,35,60,1.64455958549223,0.00932642487046632
12,74,3,77,63,0.564356435643564,0.499292786421499
17,71,2,88,71,-3545,7455
65,35,0,15,56,80,91
83,16,2,17,85,51,7327
10,32,1,74,52,-64,-20
24,98,1,72,40,-48,58
64,38,1,10,91,54,-53
1,63,0,2,66,3,129
37,64,3,6,60,1.11716171617162,-0.504950495049505
81,63,2,58,82,-468,10296
48,52,3,97,64,0.591188448722695,0.146019992595335
38,98,2,31,97,-8328,6724
79,37,0,7,70,86,107
3,96,3,26,11,1.4228356336261,3.09033877038896
90,92,2,51,90,-3690,12792
55,28,3,40,40,1.0375,-0.3375
75,51,3,96,87,0.693297587131367,-0.0970509383378016
43,61,2,13,97,-5358,4964
55,20,3,54,93,0.417639429312581,-0.348897535667964
74,43,3,28,86,0.705378973105134,-0.63080684596577
79,30,3,74,42,0.981491712707182,-0.151657458563536
71,93,1,40,82,31,11
51,19,2,47,53,1390,3596
36,30,2,92,4,3192,2904
4,13,3,63,50,0.13943422476426,0.095687123202968
90,2,1,1,1,89,1
16,63,2,76,99,-5021,6372
18,3,3,93,28,0.186367009434962,-0.0238524329481607
67,98,2,9,14,-769,1820
53,18,1,86,84,-33,-66
68,35,0,9,30,77,65
46,31,2,34,20,944,1974
87,54,1,45,52,42,2
77,20,0,31,61,108,81
83,74,2,94,16,6618,8284
63,70,0,34,31,97,101
70,82,0,84,16,154,98
52,52,3,93,83,0.589007594284979,0.0334663405843738
74,21,3,94,15,0.802450060699702,0.0953537137181327
27,43,2,27,61,-1894,2808
93,11,2,28,3,2571,587
35,36,2,63,58,117,4298
